ID,title,author,isbn,publisher,edition,pages,dimension
669,Saga of the Swamp Thing Book One,Alan Moore; Various,9781401220839,DC Comics,Unknown,208 pages,6.70 x 10.17 x 0.47 inches
670,El oceano al final del camino (Spanish Edition),Neil Gaiman,9788416240340,Roca,Unknown,,
671,Section 31,David Mack,9781501151705,Pocket Books/Star Trek,Unknown,,
672,Charmfall,Chloe Neill,9780451230805,New American Library,Unknown,288 pages,5.40 x 8.20 x 0.70 inches
673,Arrowood,Laura McHugh,9780812986419,Spiegel & Grau,Unknown,,
674,Equine Journal Horse Herding,Distinctive Journals,9781544134000,CreateSpace Independent Publishing Platform,Unknown,,
675,Guardian of the Trust,Irene Radford,9781611384857,Bookview Cafe,Unknown,,
676,How Brain Science Can Make You a Better Lawyer,David A. Sousa,9781604425345,American Bar Association,Unknown,126 pages,6.34 x 9.20 x 0.34 inches
677,Listen to Your Mother,Ann Imig,9780399169854,G.P. Putnam's Sons,Unknown,,
678,Dong Wu Zhuang Yuan (Chinese Edition),George Orwell,9787208121393,CNPIECSB,Unknown,,
679,Riemann/Armbrust,Alfred Publishing,9780757918834,Alfred Publishing Co. Inc.,Unknown,36 pages,8.70 x 11.70 x 0.40 inches
680,The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain; Shelley Fisher Fishkin,9780451532145,Signet Classics,Unknown,560 pages,
681,AfroSF,Sarah Lotz; Nnedi Okorafor,9780987008961,Storytime,Unknown,406 pages,5.00 x 7.99 x 0.87 inches
682,Science Fiction Readers Theatre,Anthony D. Fredericks,9781563089299,Teacher Ideas Press(NH),Unknown,148 pages,8.96 x 10.40 x 0.45 inches
683,Blood Games (Chicagoland Vampires),Chloe Neill,9780451415202,Berkley,Unknown,,
684,Stormy Weather,Carl Hiaasen,9780446677165,Grand Central Publishing,Unknown,416 pages,5.28 x 8.02 x 1.10 inches
685,In for a Ruble,David Duffy,9780312621919,Thomas Dunne Books,Unknown,359 pages,5.50 x 8.10 x 1.50 inches
686,Animal Farm and 1984,George Orwell; A. M. Heath; Christopher Hitchens,9780151010264,Houghton Mifflin Harcourt (HMH),Unknown,400 pages,5.90 x 8.43 x 1.36 inches
687,Discourse on Method,Rene Descartes; John Veitch; E. Nicole Meyer,9780760756027,Barnes & Noble,Unknown,160 pages,5.40 x 8.10 x 0.50 inches
688,Dreams Made Flesh,Anne Bishop,9780451460707,Roc,Unknown,449 pages,4.12 x 6.84 x 1.27 inches
689,Sailing Alone Around the World,Joshua Slocum; Dennis A. Berthold,9781593083038,Barnes & Noble Classics,Unknown,304 pages,5.31 x 8.01 x 0.84 inches
690,Indiana Jones Set 2,Spotlight,9781599616520,Spotlight,Unknown,24 pages,7.20 x 10.60 x 2.20 inches
691,Nemesis,Isaac Asimov,9780553286281,Spectra Books,Unknown,432 pages,4.48 x 7.20 x 1.17 inches
692,Hinduism (Rel O/T Wld),James Robinson; Ann Marie B. Bahr; Martin E. Marty,9780791078587,Chelsea House Publications,Unknown,120 pages,6.22 x 9.32 x 0.76 inches
693,Trash Mountain (Fiction - Middle Grade),Jane Yolen,9781467712347,Carolrhoda Books,Unknown,,
694,Hag-Seed,Margaret Atwood,9780804141314,Hogarth,Unknown,,
695,Equine Journal Horses Snowstorm,Distinctive Journals,9781543100112,CreateSpace Independent Publishing Platform,Unknown,,
696,Skin Tight,Gary Henderson,9781472532015,Bloomsbury Publishing PLC,Unknown,64 pages,5.12 x 7.68 x 0.20 inches
697,The Asset,Mark Dawson,9781503938199,Thomas & Mercer,Unknown,,
698,How to Write Science Fiction & Fantasy,Orson Scott Card,9781582971032,Writer's Digest Books,Unknown,140 pages,6.10 x 9.06 x 0.45 inches
699,Personal Memoirs of Ulysses S. Grant,Ulysses S. Grant; Rod Paschall,9780760749906,Barnes & Noble,Unknown,820 pages,5.50 x 8.10 x 1.90 inches
700,Silver Blood,Emily; Cope; David Howell,9781519357397,CreateSpace Independent Publishing Platform,Unknown,,
701,Foundation Foundation and Empire Second Foundation,Isaac Asimov; Michael Dirda,9780307593962,Everyman's Library,Unknown,664 pages,5.52 x 8.18 x 1.38 inches
702,The Camel Club (Camel Club Series),David Baldacci,9781455533404,Grand Central Publishing,Unknown,,
703,The Sandman Volume 1,Neil Gaiman; Sam Keith; Mike Dringenberg,9781401225759,Vertigo,Unknown,240 pages,6.64 x 10.32 x 0.35 inches
704,Mouse Guard,David Petersen,9781936393060,Archaia Entertainment,Unknown,193 pages,
705,The Currents of Space,Isaac Asimov,9780765319173,Tor Books,Unknown,239 pages,5.50 x 8.25 x 0.50 inches
706,The Scarecrow's Dance,Jane Yolen; Bagram Ibatoulline,9781416937708,Simon & Schuster Children's Publishing,Unknown,32 pages,9.40 x 11.22 x 0.41 inches
707,No Future for You,Brian K. Vaughan; Georges Jeanty; Andy Owens,9781593079635,Dark Horse Comics,Unknown,,6.71 x 10.10 x 0.30 inches
708,Fritz Leiber,Fritz Leiber,9781530308682,CreateSpace Independent Publishing Platform,Unknown,,
709,Fingerprints Bite Marks Ear Prints (Solving Crimes with Science,Angela Libal,9781422228685,Mason Crest an Imprint of National Highlight,Unknown,,
710,Ackermanthology,Forrest J. Ackerman; John Landis,9780918736253,Sense of Wonder Press,Unknown,308 pages,6.14 x 9.22 x 0.77 inches
711,Science 2nd Edition,DK,9781465454201,DK,Unknown,,
712,Forward the Foundation,Isaac Asimov,9780553565072,Spectra Books,Unknown,464 pages,4.20 x 6.94 x 1.08 inches
713,The Age of Revolution,Winston S. Churchill; Jeffrey B. Webb,9780760768594,Barnes & Noble,Unknown,368 pages,5.40 x 8.10 x 0.90 inches
714,Home Fire,Kamila Shamsie,9780735217683,Riverhead Books,Unknown,,
715,The Journals of John Cheever,Robert Gottlieb,9780307387257,Vintage Books USA,Unknown,399 pages,5.10 x 7.80 x 1.00 inches
716,Doppelganger,F M Hepton,9781540796608,CreateSpace Independent Publishing Platform,Unknown,,
717,A Knight in Shining Armor,Jude Deveraux,9781451665635,Gallery Books,Unknown,416 pages,5.20 x 8.10 x 1.30 inches
718,Going Past The Town Prison,J. E. D. Cline,9781450568470,CreateSpace Independent Publishing Platform,Unknown,,
719,The Inter-Galactic Playground,Farah Mendlesohn; Donald E. Palumbo; C. W. Sullivan III,9780786435036,McFarland & Company,Unknown,283 pages,5.90 x 8.90 x 0.90 inches
720,Cut and Thrust,Stuart Woods,9780451473066,G.P. Putnam's Sons,Unknown,,
721,Inside HBO's Game of Thrones,C.A. Taylor,9781452122182,Chronicle Books,Unknown,,
722,Godforsaken,Suren Hakobyan,9781514801925,CreateSpace Independent Publishing Platform,Unknown,,
723,Hellfire and Brimstone (Lana Harvey Reapers Inc.) (Volume 7),Angela Roquet,9781539588511,CreateSpace Independent Publishing Platform,Unknown,,
724,March,Geraldine Brooks,9780143036661,Penguin Books,Unknown,304 pages,5.22 x 7.76 x 0.64 inches
725,Ms. Marvel Volume 2,G. Willow Wilson,9780785190226,Marvel,Unknown,,
726,Two from the Heart,James Patterson,9780316468909,Little Brown and Company,Unknown,,
727,A Jewel on a Silver Platter,Padmanabhan Krishna,9781312903333,lulu.com,Unknown,,
728,Peter and Wendy,J. M. Barrie,9781523693337,CreateSpace Independent Publishing Platform,Unknown,,
729,Heartbreaker,Karen Robards,9780440215967,Dell Publishing Company,Unknown,400 pages,4.26 x 6.89 x 0.97 inches
730,Collecting the Dead,Spencer Kope,9781250117656,St. Martin's Paperbacks,Unknown,,
731,Powder Burn,Carl Hiaasen; Bill Montalbano,9780375700682,Vintage Books USA,Unknown,288 pages,5.32 x 8.04 x 0.61 inches
732,Supernatural Secrets,Mrs Debbie Joy Emmett Pastor,9781532997952,CreateSpace Independent Publishing Platform,Unknown,,
733,Caves of Steel,Isaac Asimov,9780553293401,Spectra Books,Unknown,288 pages,4.16 x 6.84 x 0.79 inches
734,Journal Cadet Gray Color Simple Plain Cadet Grey,Distinctive Journals,9781544247656,CreateSpace Independent Publishing Platform,Unknown,,
735,Term Limits,Brian K. Vaughan; Tony Harris; J. D. Mettler,9781401228361,Wildstorm,Unknown,168 pages,6.63 x 10.10 x 0.26 inches
736,MacMillan Science 1,David Glover,9780230732933,Macmillan _,Unknown,,8.30 x 10.60 x 0.20 inches
737,Common Sense,Thomas Paine,9781435146013,Sterling Publishing Co Inc,Unknown,112 pages,5.55 x 7.28 x 0.43 inches
738,City of Light (An Outcast Novel),Keri Arthur,9780451473509,Berkley,Unknown,,
739,The Best Science Fiction of the Year,Neil Clarke,9781597808545,Night Shade Books,Unknown,,
740,M Is for Magic,Neil Gaiman; Teddy Kristiansen,9780061186479,HarperTrophy,Unknown,,5.28 x 7.58 x 0.59 inches
741,The Case of the Hungry Stranger,Crosby Bonsall,9780064440264,HarperCollins Publishers,Unknown,64 pages,5.40 x 8.30 x 0.20 inches
742,The Age of Odin (Pantheon),James Lovegrove,9781781084083,Solaris,Unknown,,
743,Touching Evil,Kay Hooper; Kay Hopper,9780553583441,Bantam,Unknown,384 pages,4.38 x 7.20 x 1.09 inches
744,Dangerous Waters,Juliet E. McKenna,9781907519963,Solaris,Unknown,591 pages,4.31 x 6.86 x 1.28 inches
745,The Sandman,Neil Gaiman; Ed Kramer,9780380817702,HarperTorch,Unknown,416 pages,4.22 x 6.78 x 1.15 inches
746,Scarab,David Mack; Rick Mays,9781582402505,Image Comics,Unknown,,6.70 x 10.20 x 1.10 inches
747,Green Lantern Corps Volume 1,Peter J. Tomasi,9781401237028,DC Comics,Unknown,160 pages,
748,Nebula Awards 30,Pamela Sargent,9780156000970,Harvest Books,Unknown,372 pages,5.50 x 8.54 x 0.93 inches
749,Native American Literature,Helen May Dennis; Helen May Dennis,9780415544160,Routledge,Unknown,252 pages,9.21 x 6.14 x 0.52 inches
750,Pathfinder,Scott Washburn; Jennifer Loehlin; Jonathan Cresswell-Jones,9781419690525,Booksurge Publishing,Unknown,344 pages,5.24 x 7.99 x 0.72 inches
751,Once There Was a Story,Jane Yolen,9781416971726,Simon & Schuster/Paula Wiseman Books,Unknown,,
752,Poppin Beans,Deborah Lynne Younger-Mitchell,9780997625608,Extreme Overflow Publishing,Unknown,,
753,The Lives of the Caesars (Barnes & Noble Library of Essential Reading),Suetonius; J. C. Rolfe; Molly Dauster,9780760757581,Barnes & Noble,Unknown,448 pages,
754,The Eternal Husband and Other Stories,Fyodor M. Dostoevsky; Fyodor Dostoyevsky; Richard Pevear,9780812983371,Modern Library,Unknown,368 pages,5.23 x 7.89 x 0.79 inches
755,Mars,Lightning Guides,9781942411413,Lightning Guides,Unknown,,
756,Adventures of Huckleberry Finn,Mark Twain,9781544989679,CreateSpace Independent Publishing Platform,Unknown,,
757,A Crown of Dragons (Ufiles #3),Chris D'Lacey,9780545608831,Scholastic Press,Unknown,,
758,Black Hills Angel (Black Hills series) (Volume 1),A.C. Wilson,9781494312299,CreateSpace Independent Publishing Platform,Unknown,,
759,Seven Paths to Shangri-La,Ula Moleda,9781522919636,CreateSpace Independent Publishing Platform,Unknown,,
760,Anna Karenina (Barnes & Noble Classics Series),Leo Nikolayevich Tolstoy; Amy Mandelker; Constance Garnett,9781593080273,Barnes & Noble Classics,Unknown,832 pages,5.30 x 8.12 x 1.89 inches
761,Mathematics for the IB MYP 4 & 5 (MYP by Concept),Rita Bateson,9781471841521,Hodder Education,Unknown,,
762,A Novel Journal,Mark Twain,9781626863392,Canterbury Classics,Unknown,,
763,The Doodle Diary for Girls (Activity Drawing & Coloring Books),Art Journaling Sketchbooks,9781540841124,CreateSpace Independent Publishing Platform,Unknown,,
764,Lover Avenged,J. R. Ward,9780451228574,Signet Book,Unknown,655 pages,4.84 x 6.84 x 1.42 inches
765,Embraced by Darkness,Keri Arthur,9780553589610,Dell Publishing Company,Unknown,355 pages,4.27 x 6.96 x 1.04 inches
766,Lacey,Mary Selvick,9780595469697,iUniverse,Unknown,328 pages,5.96 x 9.09 x 0.84 inches
767,Merlin and the Dragons,Jane Yolen; Li Ming,9780140558913,Puffin Books,Unknown,40 pages,11.58 x 9.41 x 0.20 inches
768,Below the Belt (A Stone Barrington Novel),Stuart Woods,9780399573989,G.P. Putnam's Sons,Unknown,,
769,Water Music,Jane Yolen; Jason Stemple,9781590782514,Boyds Mills Press,Unknown,40 pages,9.30 x 8.74 x 0.15 inches
770,Dead of Night,Jonathan Maberry,9780312552190,St. Martin's Griffin,Unknown,356 pages,5.50 x 8.20 x 1.00 inches
771,In Other Words...,S.F. Reynolds,9781495810695,Infinity Publishing,Unknown,,
772,Frost Burned (Mercy Thompson),Patricia Briggs,9780441020027,Ace,Unknown,,
773,Printed Films b,nted Films by,9780081016572,Woodhead Publishing,Unknown,,
774,Little Frog and the Scary Autumn Thing (Little Frog and the Four Seasons),Jane Yolen,9781943978014,Persnickety Press,Unknown,,
775,Inca Gold,Clive Cussler,9781416525721,Pocket Star Books,Unknown,676 pages,4.26 x 7.52 x 1.43 inches
776,On Shadow Beach,Barbara Freethy,9781476798400,Gallery Books,Unknown,,
777,Gulliver's Travels,Jonathan Swift; Michael Seidel,9781593081324,Barnes & Noble Classics,Unknown,352 pages,5.30 x 7.92 x 0.95 inches
778,French Twist,James Patterson,9780316469715,BookShots,Unknown,,
779,Horror and Science Fiction Films IV,Donald C. Willis,9780810830554,Scarecrow Press,Unknown,664 pages,8.81 x 11.31 x 1.65 inches
780,Extinction Edge (The Extinction Cycle Book 2),Nicholas Sansbury Smith,9780316558037,Orbit,Unknown,,
781,Knit the Season (Friday Night Knitting Club),Kate Jacobs,9780425269442,Berkley,Unknown,,
782,Life's Little Addictions,Trent Williams,9781304398758,Lulu.com,Unknown,65 pages,8.50 x 11.02 x 0.00 inches
783,The Last of the Plainsman,Zane Grey,9781605124490,Akasha Classics,Unknown,216 pages,5.50 x 8.50 x 0.49 inches
784,Danger in a Red Dress,Christina Dodd,9780451226266,Signet Book,Unknown,390 pages,4.24 x 6.74 x 1.08 inches
785,Desire in the Sun,Karen Robards,9780380755547,Avon Books,Unknown,400 pages,4.19 x 6.88 x 1.09 inches
786,Amy and the Fox,John Lake,9780993481109,Armley Press,Unknown,,
787,Winning Wishes,Anne Hutcheson,9781491782477,iUniverse,Unknown,,
788,Man and Superman and Three Other Plays (Barnes & Noble Classics Series),George Bernard Shaw; John A. Bertolini,9781593080679,Barnes & Noble Classics,Unknown,576 pages,5.22 x 8.02 x 1.53 inches
789,Leaving Atlanta,Tayari Jones,9780446690898,Grand Central Publishing,Unknown,255 pages,5.20 x 8.00 x 0.80 inches
790,How to Make Every Putt,Joseph Parent,9781592408221,Gotham,Unknown,,
791,Essentials of Radiologic Science,Denise Orth MS  RT (R)(M),9781496317278,LWW,Unknown,,
792,Children's Literature Review,Tom Burns,9780787645793,Gale Cengage,Unknown,352 pages,8.58 x 11.36 x 1.01 inches
793,Adventures of Huckleberry Finn,Mark Twain; Gerald Graff; James Phelan,9780312400293,Bedford Books,2,550 pages,5.52 x 8.20 x 0.81 inches
794,Spawn Compendium Volume 1,Todd McFarlane; Greg Capullo; Frank Miller,9781607064992,Image Comics,Unknown,984 pages,6.60 x 10.10 x 2.00 inches
795,The Best Paranormal Crime Stories Ever Told,Martin Harry Greenberg; John Helfers,9781616081195,Skyhorse Publishing,Unknown,498 pages,6.10 x 9.03 x 1.36 inches
796,Bad Vice,Jamie Lee Scott,9781500270278,CreateSpace Independent Publishing Platform,Unknown,,
797,Peter Pan James Matthew Barrie,James Matthew Barrie,9781540884244,CreateSpace Independent Publishing Platform,Unknown,,
798,Ursula K. Le Guin Beyond Genre,Michael Cadden; Mike Cadden,9780415972185,Routledge,Unknown,224 pages,6.44 x 9.30 x 0.69 inches
799,The Dore Gallery,Gustave Dore,9781518772580,CreateSpace Independent Publishing Platform,Unknown,,
800,Destiny,David Mack,9781451657241,Pocket Books/Star Trek,Unknown,836 pages,5.29 x 8.28 x 2.19 inches
801,Y The Last Man Book One,Brian K. Vaughan,9781401251512,Vertigo,Unknown,,
802,Calamity and Other Stories,Daphne Kalotay,9781400078486,Anchor Books,Unknown,193 pages,5.28 x 8.00 x 0.55 inches
803,Murder of Crows (A Novel of the Others),Anne Bishop,9780451466167,Roc,Unknown,,
804,Betting on a Certainty,Ann Fraser Brown,9781496102003,CreateSpace Independent Publishing Platform,Unknown,,
805,The Diva Frosts a Cupcake,Krista Davis,9780425258132,Berkley,Unknown,,
806,Madame Bovary (German Edition),Gustave Flaubert,9781482398076,CreateSpace Independent Publishing Platform,Unknown,,
807,Kiplings Science Fiction - Science Fiction & Fantasy Stories by a Master Storyteller Including 'as Easy as A B.C' & 'With the Night Mail',Rudyard Kipling,9781846771286,Leonaur Ltd,Unknown,232 pages,5.51 x 8.50 x 0.53 inches
808,Once Upon a Future,Angela Young-Richie,9780595250288,Writers Club Press,Unknown,112 pages,6.00 x 9.00 x 0.27 inches
809,Immortal Destiny (The Judas Chronicles) (Volume 3),Aiden James,9781512166514,CreateSpace Independent Publishing Platform,Unknown,,
810,Nate the Great and the Crunchy Christmas,Marjorie Weinman Sharmat; Craig Sharmat; Marc Simont,9780440412991,Yearling Books,Unknown,80 pages,5.10 x 7.40 x 0.30 inches
811,Fashioning the Silver Fork Novel (Literary Texts and the Popular Marketplace),Cheryl A Wilson,9781138664548,Routledge,Unknown,,
812,Aleacin de ley (Spanish Edition),Brandon Sanderson,9788466658928,Ediciones B,Unknown,,
813,The Locket,Richard Paul Evans,9780671004231,Pocket Books,Unknown,448 pages,4.18 x 6.76 x 1.17 inches
814,East to West Heaven (West by East) (Volume 3),K. Lana Givens,9781530566945,CreateSpace Independent Publishing Platform,Unknown,,
815,Dealing with Complexity,Robert L. Flood; Ewart R. Carson,9781441932273,Springer,2,296 pages,7.01 x 10.00 x 0.63 inches
816,Journal Slate Gray Grey Color Simple Plain Slate Grey Gray,Distinctive Journals,9781543289350,CreateSpace Independent Publishing Platform,Unknown,,
817,The 2017 Rhysling Anthology,David C. Kopaska-Merkel,9781544713403,CreateSpace Independent Publishing Platform,Unknown,,
818,100 Bullets Book Four,Brian Azzarello,9781401257941,Vertigo,Unknown,,
819,Black Diamonds,Vogue,9780988800441,Crown Jewelz Publishing,Unknown,,
820,Mortar and Murder,Jennie Bentley,9780425239261,Berkley,Unknown,320 pages,4.10 x 6.70 x 1.00 inches
821,Met By Moonlight,Rosemary Edghill,9780615951003,Rosemary\Edghill,Unknown,,
822,Talking Animals in Children's Fiction,Catherine Elick,9780786478781,McFarland,Unknown,,
823,In Trump We Trust,Ann Coulter,9780735214460,Sentinel,Unknown,,
824,Black Diamonds (Seasons of Change) (Volume 1),Lynette Rees,9781512037623,CreateSpace Independent Publishing Platform,Unknown,,
825,A Charming Fatality,Tonya Kappes,9781514648452,CreateSpace Independent Publishing Platform,Unknown,,
826,After Atlas (A Planetfall Novel),Emma Newman,9780425282403,Ace,Unknown,,
827,Nashville - Part One - Ready to Reach (Volume 1),Inglath Cooper,9780989110631,Fence Free Entertainment LLC,Unknown,,
828,Christmas and Chanukah Ensembles,John O'Reilly,9780739017050,Alfred Publishing Co. Inc.,Unknown,24 pages,8.70 x 11.50 x 0.30 inches
829,I Robot,Isaac Asimov,9780553382563,Spectra Books,Unknown,224 pages,5.55 x 8.26 x 0.57 inches
830,Math 5,School Zone Publishing,9780887431418,School Zone Publishing Company,Unknown,64 pages,8.52 x 10.86 x 0.21 inches
831,Bone #9,Jeff Smith,9780439706322,Graphix,Unknown,224 pages,6.00 x 9.00 x 1.00 inches
832,Coraline Novela grafica (Spanish Edition),Neil Gaiman,9788416240241,Roca,Unknown,,
833,Christmas Books,Charles Dickens,9781406792539,Hesperides Press,Unknown,448 pages,8.50 x 5.51 x 0.99 inches
834,How to Analyze the Roles of Paul Newman,Sue Vander Hook; Maureen Turim,9781616135324,Abdo Publishing Company,Unknown,112 pages,6.10 x 9.10 x 0.50 inches
835,Single Dad 19,Kimberly Griffith Anderson,9781438981949,Authorhouse,Unknown,212 pages,6.00 x 9.00 x 0.48 inches
836,A Star Trek: The Next Generation: Time #4,Kevin Dilmore; Dayton Ward,9780743482981,Pocket Books/Star Trek,Unknown,352 pages,4.20 x 6.74 x 0.96 inches
837,Lady Ever After,Tamara Leigh,9781942326243,Tamara Leigh,Unknown,,
838,3 Truths and a Lie,Lisa Gardner,9781511368896,Brilliance Audio,Unknown,,
839,Killer crust,Chris Cavender,9780758271532,Kensington Publishing,Unknown,304 pages,4.17 x 6.73 x 0.79 inches
